# trackType=Official Forecast Track,baseTime=2023-10-23T03:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DisturbanceId=2324-01F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CycloneName=Lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MathType of Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Time->(Latitude,Longitude,Symbol,Category,Pressure,PressureOCI,RadiusOCI,Radius1000hPa,RadiusMaxWinds,MeanWind,WindGust,VerticalExtent,Uncertainty,FinalT,CurrentIntensity,GaleRadius,StrongGaleRadius,StormRadius,HurricaneRadius,NEGaleRadius,SEGaleRadius,SWGaleRadius,NWGaleRadius,NEStrongGaleRadius,SEStrongGaleRadius,SWStrongGaleRadius,NWStrongGaleRadius,NEStormRadius,SEStormRadius,SWStormRadius,NWStormRadius,NEHurricaneRadius,SEHurricaneRadius,SWHurricaneRadius,NWHurricaneRadius,P5Wind,DataSource,Land/Water,CycloneStatus,HowLocation,DataTNoDvorak,ModelTNoDvorak,PatternTNoDvorak,UncPressure,HowPressure,P/W_Method,HowMaxWindRadius,HowGaleRadius,HowStormRadius,HowHurricaneRadius,UncMaxWindSpeed,HowMaxWindSpeed,HowGust,EyeRadius,UncEyeRadius,HowEyeRadius)),
2020-04-02T18:00:00Z,-10.5555,160.515,0,3,1000,1006,NaN,NaN,NaN,67,92,NaN,237,NaN,NaN,NaN,NaN,NaN,NaN,142,152,122,102,NaN,NaN,NaN,NaN,72,72,62,62,42,42,32,32,97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-02T21:00:00Z,-10.8333,161.333,0,3,1000,1006,NaN,NaN,NaN,68,93,NaN,238,NaN,NaN,NaN,NaN,NaN,NaN,143,153,123,103,NaN,NaN,NaN,NaN,73,73,63,63,43,43,33,33,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T00:00:00Z,-11.322,161.787,0,3,997,1006,NaN,NaN,NaN,69,94,NaN,239,NaN,NaN,NaN,NaN,NaN,NaN,144,154,124,104,NaN,NaN,NaN,NaN,74,74,64,64,44,44,34,34,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T03:00:00Z,-11.8667,162.1,0,3,994,1006,NaN,NaN,NaN,70,95,NaN,240,NaN,NaN,NaN,NaN,NaN,NaN,145,155,125,105,NaN,NaN,NaN,NaN,75,75,65,65,45,45,35,35,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T06:00:00Z,-12.2932,162.502,0,3,990,1006,NaN,NaN,NaN,71,96,NaN,241,NaN,NaN,NaN,NaN,NaN,NaN,146,156,126,106,NaN,NaN,NaN,NaN,76,76,66,66,46,46,36,36,101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T09:00:00Z,-12.7,162.933,0,3,987,1006,NaN,NaN,NaN,72,97,NaN,242,NaN,NaN,NaN,NaN,NaN,NaN,147,157,127,107,NaN,NaN,NaN,NaN,77,77,67,67,47,47,37,37,102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T12:00:00Z,-13.1902,163.456,1,3,983,1006,NaN,NaN,NaN,73,98,NaN,243,NaN,NaN,NaN,NaN,NaN,NaN,148,158,128,108,NaN,NaN,NaN,NaN,78,78,68,68,48,48,38,38,103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T15:00:00Z,-13.6,163.9,1,3,979,1006,NaN,NaN,NaN,74,99,NaN,244,NaN,NaN,NaN,NaN,NaN,NaN,149,159,129,109,NaN,NaN,NaN,NaN,79,79,69,69,49,49,39,39,104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T18:00:00Z,-13.7873,164.073,1,3,972,1006,NaN,NaN,NaN,75,100,NaN,245,NaN,NaN,NaN,NaN,NaN,NaN,150,160,130,110,NaN,NaN,NaN,NaN,80,80,70,70,50,50,40,40,105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-03T21:00:00Z,-13.9,164.2,2,3,966,1006,NaN,NaN,NaN,76,101,NaN,246,NaN,NaN,NaN,NaN,NaN,NaN,151,161,131,111,NaN,NaN,NaN,NaN,81,81,71,71,51,51,41,41,106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T00:00:00Z,-14.0976,164.523,3,3,956,1006,NaN,NaN,NaN,77,102,NaN,247,NaN,NaN,NaN,NaN,NaN,NaN,152,162,132,112,NaN,NaN,NaN,NaN,82,82,72,72,52,52,42,42,107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T03:00:00Z,-14.3,164.867,3,3,946,1006,NaN,NaN,NaN,78,103,NaN,248,NaN,NaN,NaN,NaN,NaN,NaN,153,163,133,113,NaN,NaN,NaN,NaN,83,83,73,73,53,53,43,43,108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T06:00:00Z,-14.4666,165.106,3,3,943,1006,NaN,NaN,NaN,79,104,NaN,249,NaN,NaN,NaN,NaN,NaN,NaN,154,164,134,114,NaN,NaN,NaN,NaN,84,84,74,74,54,54,44,44,109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T09:00:00Z,-14.6333,165.3,4,3,941,1006,NaN,NaN,NaN,80,105,NaN,250,NaN,NaN,NaN,NaN,NaN,NaN,155,165,135,115,NaN,NaN,NaN,NaN,85,85,75,75,55,55,45,45,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T12:00:00Z,-14.8234,165.521,3,3,947,1006,NaN,NaN,NaN,81,106,NaN,251,NaN,NaN,NaN,NaN,NaN,NaN,156,166,136,116,NaN,NaN,NaN,NaN,86,86,76,76,56,56,46,46,111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T15:00:00Z,-15.0333,165.667,3,3,954,1006,NaN,NaN,NaN,82,107,NaN,252,NaN,NaN,NaN,NaN,NaN,NaN,157,167,137,117,NaN,NaN,NaN,NaN,87,87,77,77,57,57,47,47,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T18:00:00Z,-15.2916,165.671,3,3,957,1006,NaN,NaN,NaN,83,108,NaN,253,NaN,NaN,NaN,NaN,NaN,NaN,158,168,138,118,NaN,NaN,NaN,NaN,88,88,78,78,58,58,48,48,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-04T21:00:00Z,-15.5,165.6,2,3,960,1006,NaN,NaN,NaN,84,109,NaN,254,NaN,NaN,NaN,NaN,NaN,NaN,159,169,139,119,NaN,NaN,NaN,NaN,89,89,79,79,59,59,49,49,114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T00:00:00Z,-15.5783,165.516,3,3,955,1006,NaN,NaN,NaN,85,110,NaN,255,NaN,NaN,NaN,NaN,NaN,NaN,160,170,140,120,NaN,NaN,NaN,NaN,90,90,80,80,60,60,50,50,115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T03:00:00Z,-15.5667,165.467,3,3,950,1006,NaN,NaN,NaN,86,111,NaN,256,NaN,NaN,NaN,NaN,NaN,NaN,161,171,141,121,NaN,NaN,NaN,NaN,91,91,81,81,61,61,51,51,116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T06:00:00Z,-15.5025,165.503,3,3,943,1006,NaN,NaN,NaN,87,112,NaN,257,NaN,NaN,NaN,NaN,NaN,NaN,162,172,142,122,NaN,NaN,NaN,NaN,92,92,82,82,62,62,52,52,117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T09:00:00Z,-15.4333,165.633,4,3,936,1006,NaN,NaN,NaN,88,113,NaN,258,NaN,NaN,NaN,NaN,NaN,NaN,163,173,143,123,NaN,NaN,NaN,NaN,93,93,83,83,63,63,53,53,118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T12:00:00Z,-15.43,165.841,4,3,933,1006,NaN,NaN,NaN,89,114,NaN,259,NaN,NaN,NaN,NaN,NaN,NaN,164,174,144,124,NaN,NaN,NaN,NaN,94,94,84,84,64,64,54,54,119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T15:00:00Z,-15.4667,166.133,4,3,930,1006,NaN,NaN,NaN,90,115,NaN,260,NaN,NaN,NaN,NaN,NaN,NaN,165,175,145,125,NaN,NaN,NaN,NaN,95,95,85,85,65,65,55,55,120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T18:00:00Z,-15.5208,166.468,4,3,933,1006,NaN,NaN,NaN,91,116,NaN,261,NaN,NaN,NaN,NaN,NaN,NaN,166,176,146,126,NaN,NaN,NaN,NaN,96,96,86,86,66,66,56,56,121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-05T21:00:00Z,-15.6,166.867,4,3,936,1006,NaN,NaN,NaN,92,117,NaN,262,NaN,NaN,NaN,NaN,NaN,NaN,167,177,147,127,NaN,NaN,NaN,NaN,97,97,87,87,67,67,57,57,122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T00:00:00Z,-15.6925,167.313,4,3,922,1006,NaN,NaN,NaN,93,118,NaN,263,NaN,NaN,NaN,NaN,NaN,NaN,168,178,148,128,NaN,NaN,NaN,NaN,98,98,88,88,68,68,58,58,123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T03:00:00Z,-15.8,167.8,5,3,909,1006,NaN,NaN,NaN,94,119,NaN,264,NaN,NaN,NaN,NaN,NaN,NaN,169,179,149,129,NaN,NaN,NaN,NaN,99,99,89,89,69,69,59,59,124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T06:00:00Z,-15.9017,168.308,5,3,913,1006,NaN,NaN,NaN,95,120,NaN,265,NaN,NaN,NaN,NaN,NaN,NaN,170,180,150,130,NaN,NaN,NaN,NaN,100,100,90,90,70,70,60,60,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T09:00:00Z,-16.0333,168.8,5,3,917,1006,NaN,NaN,NaN,96,121,NaN,266,NaN,NaN,NaN,NaN,NaN,NaN,171,181,151,131,NaN,NaN,NaN,NaN,101,101,91,91,71,71,61,61,126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T12:00:00Z,-16.2378,169.174,4,3,924,1006,NaN,NaN,NaN,97,122,NaN,267,NaN,NaN,NaN,NaN,NaN,NaN,172,182,152,132,NaN,NaN,NaN,NaN,102,102,92,92,72,72,62,62,127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T15:00:00Z,-16.4333,169.633,4,3,931,1006,NaN,NaN,NaN,98,123,NaN,268,NaN,NaN,NaN,NaN,NaN,NaN,173,183,153,133,NaN,NaN,NaN,NaN,103,103,93,93,73,73,63,63,128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T18:00:00Z,-16.5096,170.387,4,3,936,1006,NaN,NaN,NaN,99,124,NaN,269,NaN,NaN,NaN,NaN,NaN,NaN,174,184,154,134,NaN,NaN,NaN,NaN,104,104,94,94,74,74,64,64,129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-06T21:00:00Z,-16.6,171.2,4,3,942,1006,NaN,NaN,NaN,100,125,NaN,270,NaN,NaN,NaN,NaN,NaN,NaN,175,185,155,135,NaN,NaN,NaN,NaN,105,105,95,95,75,75,65,65,130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T00:00:00Z,-16.8418,171.814,3,3,944,1006,NaN,NaN,NaN,101,126,NaN,271,NaN,NaN,NaN,NaN,NaN,NaN,176,186,156,136,NaN,NaN,NaN,NaN,106,106,96,96,76,76,66,66,131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T03:00:00Z,-17.1,172.433,3,3,946,1006,NaN,NaN,NaN,102,127,NaN,272,NaN,NaN,NaN,NaN,NaN,NaN,177,187,157,137,NaN,NaN,NaN,NaN,107,107,97,97,77,77,67,67,132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T06:00:00Z,-17.2257,173.194,3,3,949,1006,NaN,NaN,NaN,103,128,NaN,273,NaN,NaN,NaN,NaN,NaN,NaN,178,188,158,138,NaN,NaN,NaN,NaN,108,108,98,98,78,78,68,68,133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T09:00:00Z,-17.3667,174.033,3,3,952,1006,NaN,NaN,NaN,104,129,NaN,274,NaN,NaN,NaN,NaN,NaN,NaN,179,189,159,139,NaN,NaN,NaN,NaN,109,109,99,99,79,79,69,69,134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T12:00:00Z,-17.6136,174.882,3,3,952,1006,NaN,NaN,NaN,105,130,NaN,275,NaN,NaN,NaN,NaN,NaN,NaN,180,190,160,140,NaN,NaN,NaN,NaN,110,110,100,100,80,80,70,70,135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T15:00:00Z,-17.9667,175.8,3,3,953,1006,NaN,NaN,NaN,106,131,NaN,276,NaN,NaN,NaN,NaN,NaN,NaN,181,191,161,141,NaN,NaN,NaN,NaN,111,111,101,101,81,81,71,71,136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T18:00:00Z,-18.4373,176.813,3,3,946,1006,NaN,NaN,NaN,107,132,NaN,277,NaN,NaN,NaN,NaN,NaN,NaN,182,192,162,142,NaN,NaN,NaN,NaN,112,112,102,102,82,82,72,72,137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-07T21:00:00Z,-18.9333,177.867,4,3,940,1006,NaN,NaN,NaN,108,133,NaN,278,NaN,NaN,NaN,NaN,NaN,NaN,183,193,163,143,NaN,NaN,NaN,NaN,113,113,103,103,83,83,73,73,138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-08T00:00:00Z,-19.321,178.884,4,3,937,1006,NaN,NaN,NaN,109,134,NaN,279,NaN,NaN,NaN,NaN,NaN,NaN,184,194,164,144,NaN,NaN,NaN,NaN,114,114,104,104,84,84,74,74,139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-08T03:00:00Z,-19.7,179.9,4,3,934,1006,NaN,NaN,NaN,110,135,NaN,280,NaN,NaN,NaN,NaN,NaN,NaN,185,195,165,145,NaN,NaN,NaN,NaN,115,115,105,105,85,85,75,75,140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
